days_since_purchase,total_spend,subscription_type,churn
46,474.1,0,0
41,315.3,0,0
2,410.0,0,0
27,305.4,0,0
59,591.1,0,0
27,554.3,1,0
107,57.0,0,1
49,210.9,0,0
33,142.8,1,0
88,351.2,1,0
29,201.6,0,0
16,189.0,1,0
62,80.5,0,0
13,26.1,0,0
28,584.4,0,0
42,758.9,1,0
33,100.3,1,0
242,311.2,0,1
57,42.3,0,1
38,124.0,0,0
25,190.8,0,0
53,136.9,0,0
91,486.4,1,0
9,13.0,1,0
52,156.2,1,0
36,587.7,1,0
72,38.1,0,1
43,172.7,1,0
58,495.2,0,0
142,889.0,0,1
73,584.3,0,0
33,186.5,0,0
18,884.7,0,0
36,461.5,0,0
18,103.0,1,0
46,44.9,0,0
46,434.8,0,0
11,281.1,1,0
45,76.2,0,1
115,207.4,0,1
44,521.7,0,0
30,138.4,0,0
69,134.9,0,0
37,205.3,0,0
39,228.7,0,0
88,175.5,0,0
19,378.0,0,0
78,408.6,0,0
10,222.9,0,0
153,169.9,1,1
20,155.3,0,0
44,623.0,0,0
103,1137.9,1,0
10,63.5,0,0
27,83.0,0,0
74,152.4,0,1
7,823.5,1,0
59,227.7,1,1
53,376.7,0,0
6,269.5,1,0
5,155.6,0,0
4,197.0,0,0
51,76.7,0,0
22,410.4,0,0
9,167.5,1,0
82,142.2,0,1
108,114.1,0,1
104,905.8,1,0
44,164.3,0,0
5,285.0,0,0
9,23.2,0,0
14,11.5,1,0
23,102.6,1,0
102,495.0,0,1
54,352.3,1,1
43,745.7,0,0
46,713.3,1,0
79,116.7,0,0
75,207.9,0,1
42,793.5,1,0
90,191.4,0,0
28,399.5,0,0
72,64.8,0,1
88,404.4,1,0
78,235.8,0,0
17,118.0,0,0
35,214.1,0,0
6,336.4321212121212,0,0
12,482.2,0,0
33,919.7,1,0
44,569.1,1,0
54,570.2,0,0
12,103.0,0,0
37,87.0,0,0
81,364.3,0,0
50,90.8,0,0
61,197.9,0,0
44,431.1,0,0
22,826.4,1,0
16,317.3,0,0
35,94.4,0,0
67,244.6,0,0
19,347.8,1,0
27,170.9,1,0
42,49.2,0,0
122,569.5,1,0
52,202.5,0,0
51,395.3,0,0
31,294.5,0,0
125,336.4321212121212,0,1
45,180.3,0,0
83,230.1,0,1
16,362.3,0,0
38,15.6,0,0
222,355.2,0,1
46,435.6,1,0
30,435.2,0,0
85,658.9,0,1
32,134.7,0,0
34,58.8,0,0
7,366.3,1,0
4,264.7,0,0
56,184.1,0,1
28,445.7,1,0
64,143.6,0,1
53,204.3,0,0
44,354.4,0,0
34,243.3,1,0
20,265.3,0,0
18,188.2,0,0
10,96.3,0,0
41,430.9,0,1
122,404.2,0,0
161,395.2,0,1
19,217.6,0,0
77,591.0,1,0
101,609.3,1,0
24,605.3,0,0
69,287.1,1,0
91,278.5,0,1
10,95.7,0,0
58,658.0,0,0
16,249.0,1,0
60,94.4,1,1
42,617.2,0,0
8,278.6,1,0
23,833.1,0,0
20,327.4,1,0
88,169.9,1,0
39,442.1,0,0
19,265.2,1,0
65,384.9,0,0
33,137.5,0,0
48,355.1,0,0
36,178.4,0,0
157,548.7,1,1
48,298.6,1,1
70,278.1,0,0
88,261.2,1,1
39,308.5,1,0
103,416.7,0,1
77,122.1,1,0
5,303.8,0,0
22,1457.3,1,0
40,558.8,0,0
43,217.6,0,0
25,266.6,0,0
57,168.7,0,0
32,336.4321212121212,0,0
40,74.0,0,0
31,178.2,0,1
35,169.9,1,0
17,174.0,0,0
53,292.6,0,1
62,18.9,0,0
12,194.2,0,0
25,210.4,1,1
43,627.9,1,0
119,110.1,0,1
17,296.1,0,0
32,283.5,1,0
28,507.5,0,0
51,598.6,1,0
17,733.5,0,0
24,676.0,1,0
154,312.0,0,1
5,438.7,0,0
39,263.0,1,1
41,270.7,0,0
29,279.8,0,0
87,115.5,0,0
48,495.2,0,0
126,627.3,0,0
7,220.6,0,0
57,234.0,0,0
50,143.7,0,0
60,110.5,1,0
82,405.6,0,1
105,90.7,0,1
142,111.7,1,1
13,387.8,0,0
57,282.8,0,0
91,407.2,0,0
38,128.9,0,0
18,796.6,0,0
18,112.2,0,0
23,161.8,0,0
54,133.7,0,1
24,781.3,0,0
42,180.4,0,0
10,104.0,0,0
10,1395.9,1,0
65,698.5,0,0
2,565.8,0,0
109,672.0,0,0
54,107.9,0,0
12,734.3,0,0
52,208.9,0,1
28,417.6,1,0
18,243.4,0,0
94,810.5,1,0
61,16.3,0,1
25,93.9,0,0
21,671.2,0,0
131,145.7,0,1
55,607.9,0,0
43,139.5,0,1
21,202.6,0,0
20,1090.4,1,0
155,566.8,1,1
67,286.7,0,1
40,365.1,0,0
11,521.5,0,0
27,274.3,0,0
55,386.8,0,0
91,1088.1,0,0
45,100.4,0,0
90,284.5,0,0
46,218.5,1,0
84,153.0,1,0
34,366.7,1,0
85,119.9,0,1
28,104.5,0,0
70,230.8,0,1
49,378.7,0,1
3,357.5,0,0
22,304.9,1,0
193,73.5,0,1
61,69.3,0,0
27,328.9,0,0
11,149.3,0,1
44,296.7,0,1
60,268.3,0,1
27,37.8,0,0
51,679.7,0,0
94,88.9,1,0
19,207.3,0,0
26,107.2,1,0
8,146.3,0,0
97,161.5,0,0
30,174.8,0,0
123,212.0,0,1
3,779.0,0,0
53,147.6,1,0
64,504.7,1,0
61,562.9,0,0
77,359.8,0,0
49,836.0,1,0
47,362.3,0,0
9,354.6,0,0
38,574.0,0,0
48,414.8,1,0
23,734.4,1,0
20,318.3,0,0
60,725.4,1,0
71,948.8,1,0
21,186.8,0,0
34,165.1,0,0
54,642.1,0,0
23,715.7,1,0
41,44.9,0,0
50,389.4,1,0
138,834.4,0,0
35,121.6,1,0
7,81.4,0,0
10,142.2,0,0
23,230.0,1,0
31,70.3,1,0
90,123.0,1,1
36,49.0,0,1
61,380.0,1,0
106,287.8,0,0
69,646.0,0,0
32,310.2,0,0
38,383.2,0,0
41,412.6,0,0
111,142.2,1,1
85,97.5,0,0
82,109.5,1,1
58,176.4,0,0
49,164.5,0,0
37,264.1,0,1
14,566.1,1,0
68,497.5,1,0
26,212.2,1,0
76,181.7,1,0
5,155.2,0,0
16,172.8,0,0
83,83.3,1,0
111,313.4,0,1
75,837.5,0,0
19,253.4,0,0
88,262.3,0,0
20,347.4,0,0
88,92.3,0,1
15,143.6,0,0
29,156.8,0,0
2,88.3,0,1
16,724.4,0,0
68,554.7,1,0
146,448.5,0,1
92,190.1,0,0
73,361.8,1,0
10,177.1,0,0
30,209.9,0,0
125,342.5,1,1
43,220.0,0,0
13,339.2,1,0
30,73.0,1,0
4,94.0,0,0
79,176.5,0,1
11,202.4,0,0
42,202.3,0,0
13,374.4,0,0
48,300.8,0,0
76,334.9,0,1
27,154.7,0,0
103,108.4,0,1
70,216.0,0,1
62,405.6,0,0
101,915.1,1,0
48,158.7,0,0
31,336.4321212121212,0,0
56,127.5,1,0
14,61.3,0,0
81,197.5,0,0
81,108.8,0,1
35,138.6,0,0
25,477.2,0,0
50,446.1,0,0
12,301.4,0,0
31,369.3,1,0
97,136.6,0,1
17,218.2,0,0
106,247.7,1,0
58,76.0,0,0
64,1023.6,1,0
25,194.7,0,0
19,131.5,1,0
33,68.7,0,0
128,455.2,1,0
24,966.0,1,0
3,904.8,0,0
46,229.4,0,0
93,336.4321212121212,0,1
50,266.2,0,0
134,261.7,0,1
67,37.5,0,0
50,176.1,0,0
33,315.3,0,0
61,363.0,0,0
9,382.3,0,0
128,259.0,0,1
76,97.0,0,1
76,224.8,0,1
40,579.9,0,0
104,332.3,0,0
36,201.3,0,0
27,959.5,0,0
44,350.0,1,0
78,222.1,0,1
23,405.9,0,0
20,114.8,1,0
19,252.9,1,0
29,336.4321212121212,1,0
83,52.3,0,1
48,288.2,0,0
14,470.2,1,0
177,162.4,0,1
12,420.3,0,0
29,678.7,1,0
18,737.0,1,0
24,130.0,1,0
44,364.1,1,0
35,506.6,1,0
21,279.4,0,0
53,646.3,1,0
59,336.4321212121212,0,0
67,97.1,0,1
45,654.3,1,0
57,272.9,0,0
66,718.5,0,0
24,97.7,0,0
150,359.7,1,1
125,683.1,0,1
77,392.0,1,0
31,437.7,0,0
5,695.6,1,0
7,343.9,1,0
33,126.8,0,0
126,476.9,0,0
36,228.6,0,0
18,45.4,1,0
19,600.0,0,0
124,336.4321212121212,1,0
34,156.1,0,0
119,332.5,1,0
17,1069.4,1,0
20,900.0,1,0
28,507.7,1,0
60,648.8,0,0
71,217.1,0,0
22,96.4,1,0
25,732.0,1,0
10,249.5,0,0
10,57.1,0,0
18,160.9,0,0
111,210.2,0,0
18,230.3,0,0
45,139.8,0,0
31,137.2,1,0
17,49.7,0,1
65,47.7,0,0
26,245.4,0,0
80,308.5,0,0
82,134.1,1,0
26,830.6,1,0
72,182.5,0,0
72,300.2,1,1
33,286.1,1,0
29,52.0,1,0
53,500.6,0,0
143,499.9,1,0
92,653.0,0,0
44,624.6,0,0
5,351.0,0,0
40,403.8,0,0
5,96.7,0,0
9,183.5,0,0
21,218.9,0,0
45,212.7,1,0
23,799.0,1,0
99,286.3,0,0
41,168.0,1,0
24,764.4,1,0
68,381.4,1,0
22,486.3,0,0
46,123.4,1,0
2,403.5,1,0
21,161.2,1,0
94,298.2,0,0
58,385.4,0,0
50,86.4,0,0
65,242.8,0,0
95,94.3,0,1
40,504.2,0,0
26,340.5,1,1
72,167.5,1,1
35,159.0,0,1
26,232.7,1,0
32,646.5,0,0
58,307.2,1,0
6,580.5,1,0
59,318.6,1,0
15,126.0,1,0
23,157.7,0,0
12,417.2,1,0
67,40.5,0,1
50,469.4,1,0
15,182.8,1,0
75,369.8,1,1
9,163.2,0,0
30,534.4,1,0
11,258.6,0,0
36,400.5,0,0
26,64.9,1,0
13,216.2,0,0
41,179.8,1,0
16,353.8,0,0
4,500.1,0,0
8,634.2,1,0
30,669.8,0,0
33,508.5,0,0
20,279.0,1,0
107,111.9,0,0
52,53.9,0,0
56,107.6,0,1
18,58.3,1,0
16,99.7,1,0
47,394.3,1,0
33,49.8,0,0
51,432.2,1,0
32,205.9,1,0
69,347.3,1,0
41,272.4,0,0
36,873.2,1,0
59,363.8,1,0
117,80.2,0,1
66,117.4,0,0
13,353.4,1,0
35,206.9,0,0
36,365.8,1,0
52,437.9,1,0
29,121.5,0,0
40,344.1,0,1
43,372.4,0,0
50,370.2,1,0
12,808.3,0,0
14,72.5,1,0
141,743.1,0,0
5,192.1,0,0
43,137.1,0,0
66,353.2,0,0
17,206.7,1,0
92,477.8,0,0
42,187.7,0,1
120,523.3,0,1
18,103.1,0,0
35,317.0,0,0
27,167.1,1,0
24,325.7,0,0
25,68.0,0,0
31,73.8,0,0
29,242.2,1,0
71,539.4,0,0
67,58.2,0,1
9,789.2,1,0
25,326.1,0,0
53,511.2,0,0
50,258.7,0,1
34,372.9,1,0
40,211.2,0,0
30,251.3,1,0
76,418.9,0,0
70,103.4,0,1
32,254.5,0,0
39,57.0,0,1
32,100.8,1,0
36,235.8,0,0
84,149.1,0,0
29,215.6,0,0
24,154.4,1,0
39,387.2,0,0
32,107.6,1,0
21,758.5,0,0
64,587.9,0,0
69,354.4,0,1
45,71.6,0,1
23,215.9,0,0
76,369.5,0,1
14,640.2,1,0
34,637.7,1,0
138,553.0,1,0
45,29.7,0,1
31,107.3,0,0
56,433.6,0,0
55,204.7,1,0
90,406.6,1,0
20,791.9,0,0
57,151.3,0,0
39,516.0,0,0
42,325.2,0,0
38,1030.1,0,0
37,325.9,0,0
9,207.1,1,0
28,255.3,0,0
38,101.7,0,0
52,537.8,1,0
43,183.3,0,0
41,255.0,0,0
60,544.3,0,0
101,91.9,0,1
34,493.6,0,0
20,83.3,1,0
76,231.3,0,0
56,355.8,0,0
32,563.7,1,0
77,99.4,0,0
19,1039.7,1,0
34,467.7,1,0
31,437.6,0,0
80,469.9,1,0
49,103.4,0,1
14,181.7,1,0
168,592.3,0,1
59,786.9,1,0
23,48.7,1,0
96,410.4,0,0
40,228.1,0,0
36,447.0,1,0
37,376.7,1,0
40,286.4,0,0
39,161.1,1,0
36,501.9,0,0
26,158.3,0,0
22,224.3,0,0
45,126.6,0,0
22,331.4,1,0
50,83.9,0,0
93,214.5,1,0
39,500.1,0,0
46,97.3,0,0
80,407.4,0,0
34,76.8,0,0
25,149.9,0,0
2,151.9,0,0
43,469.0,0,0
25,609.2,0,0
32,195.4,0,0
5,83.4,0,0
32,222.6,1,1
15,237.6,1,0
12,166.6,0,0
17,228.2,0,0
15,126.6,0,0
71,114.2,1,1
83,42.7,0,1
44,454.8,0,0
118,288.0,0,0
31,381.7,0,0
19,346.6,0,0
38,336.4321212121212,1,0
17,227.8,0,0
41,787.9,0,0
62,168.4,0,1
17,259.4,0,0
103,235.1,1,0
144,109.3,0,1
127,1318.3,1,0
6,369.6,0,0
26,147.6,0,0
48,158.9,1,0
11,406.7,0,0
12,684.6,0,0
6,96.1,0,0
41,286.8,1,0
51,258.5,0,0
80,259.9,0,0
56,388.6,1,0
63,264.9,1,0
8,304.3,1,0
47,317.5,1,0
37,118.2,1,0
23,775.7,0,0
29,423.7,0,0
51,507.3,0,0
66,307.8,0,0
132,1034.3,0,1
53,13.2,0,0
71,266.1,0,0
69,154.4,1,0
83,282.1,0,0
15,673.8,0,0
41,400.3,0,0
18,319.8,1,0
19,937.0,1,0
54,475.0,0,0
55,371.2,0,0
53,364.1,0,0
25,455.8,0,0
42,158.2,0,1
32,141.8,0,0
53,108.5,0,0
82,164.1,0,1
17,898.3,1,0
39,286.9,1,0
71,700.7,0,0
9,154.3,0,0
75,541.0,0,0
4,611.1,0,0
15,371.8,1,0
38,218.0,0,0
31,172.8,1,0
28,497.2,0,0
125,275.3,1,1
13,191.3,0,0
56,433.1,1,0
128,401.3,0,0
72,127.0,0,1
51,332.2,0,0
47,613.0,0,0
28,138.8,0,0
26,655.9,1,0
11,652.1,1,0
78,531.4,0,0
12,537.4,1,0
37,398.3,0,0
30,493.0,0,0
45,331.8,0,0
61,180.2,0,1
27,176.9,0,0
15,239.6,0,0
22,433.2,0,0
18,318.6,1,0
130,215.8,0,1
94,528.2,0,0
10,292.4,0,0
31,78.9,0,0
17,108.6,0,0
22,96.9,0,0
25,249.8,0,0
19,146.2,1,0
74,217.8,0,1
50,218.8,1,0
47,65.1,0,0
101,106.4,0,1
70,934.4,1,0
40,196.4,0,1
48,186.3,0,0
78,232.7,1,0
75,306.2,0,0
3,332.4,1,0
54,826.5,0,0
42,716.0,1,0
63,809.3,0,0
6,428.0,0,0
83,391.9,0,0
66,102.6,0,1
29,77.6,0,0
118,68.5,0,1
15,226.2,0,0
46,479.5,0,0
25,152.0,0,0
20,160.8,1,0
37,453.0,0,0
7,124.8,0,0
66,691.9,0,0
179,110.3,0,1
14,621.5,1,0
100,311.5,0,1
80,31.1,1,0
9,134.3,0,0
13,646.0,1,0
45,67.0,0,0
63,244.2,1,0
85,70.0,0,1
38,227.1,0,0
41,336.0,0,0
11,277.5,0,0
100,383.5,1,0
81,276.4,0,1
57,210.8,0,0
39,574.7,1,0
99,65.0,0,1
14,866.8,1,0
48,371.3,1,0
133,73.9,0,1
14,790.4,1,0
154,216.3,0,1
77,165.1,0,1
65,75.6,0,1
98,150.2,0,1
85,594.6,1,0
9,153.5,1,0
9,463.6,0,0
25,189.1,0,0
51,135.7,1,0
89,157.0,0,1
33,352.1,0,0
21,294.6,0,0
74,933.4,1,0
32,197.0,0,0
54,615.3,1,0
41,293.9,1,0
22,127.6,0,0
22,87.9,0,0
14,258.8,1,0
92,248.3,0,1
29,773.6,1,0
21,926.2,0,0
6,711.2,0,0
5,181.9,1,0
15,151.3,1,0
53,195.9,1,0
42,221.1,0,1
31,50.4,0,0
15,109.4,0,0
6,737.8,1,0
21,307.3,0,0
32,208.8,1,0
67,56.5,0,1
9,302.1,0,0
30,259.6,0,0
14,142.1,1,0
25,409.3,0,0
149,167.0,0,1
17,280.8,0,0
15,918.1,1,0
213,394.0,0,1
61,76.4,0,0
58,513.7,1,0
18,187.6,1,0
147,460.3,1,0
10,470.1,0,0
85,280.9,0,0
93,106.9,1,0
107,33.3,0,1
116,699.5,1,0
33,651.1,0,1
50,137.3,0,0
42,27.5,0,1
16,67.9,0,0
31,172.8,0,0
93,467.4,0,0
11,36.2,1,0
72,585.4,0,0
75,701.6,1,0
43,751.1,1,0
78,101.7,0,0
16,494.6,0,0
14,332.1,1,0
28,95.7,0,1
52,361.6,1,0
139,323.4,1,0
43,87.9,1,0
29,382.4,0,0
91,239.6,0,1
12,183.6,0,0
9,178.0,0,0
141,411.7,1,1
21,167.4,0,0
109,35.1,0,1
100,118.4,1,1
80,241.7,0,0
