user_id,days_since_purchase,total_spend,subscription_type,churn
2868,13,474.5,Premium,0
2869,17,250.9,Basic,0
2870,15,236.8,Basic,0
2871,43,92.4,Premium,0
2872,88,295.1,Premium,0
2873,31,609.2,Premium,0
2874,97,331.9,Basic,0
2875,27,150.3,Premium,0
2876,39,71.7,Basic,0
2877,30,220.8,Basic,0
2878,36,135.1,Basic,0
2879,40,148.8,,0
2880,7,137.1,Basic,0
2881,56,253.4,Basic,0
2882,39,498.3,Premium,0
2883,118,130.8,Basic,1
2884,65,125.9,Basic,1
2885,54,83.9,Basic,0
2886,114,371.2,Premium,0
2887,106,460.8,Basic,1
2888,122,229.6,Basic,1
2889,28,500.0,Premium,0
2890,15,715.2,Premium,0
2891,7,299.5,Basic,0
2892,86,153.6,Premium,0
2893,6,139.0,Premium,0
2894,50,161.8,Premium,0
2895,10,798.4,Basic,0
2896,94,1235.7,Premium,0
2897,61,187.6,Basic,1
2898,94,531.6,Basic,0
2899,51,597.7,Basic,0
2900,19,72.7,Basic,0
2901,30,768.5,Basic,0
2902,80,268.0,Premium,0
2903,9,198.1,Basic,0
2904,28,87.1,Basic,0
2905,25,801.9,Basic,0
2906,40,264.4,Basic,0
2907,67,973.9,Premium,0
2908,92,572.8,Basic,0
2909,12,190.3,Basic,0
2910,20,270.9,Basic,0
2911,14,146.4,Basic,0
2912,41,161.6,Basic,0
2913,15,449.3,Premium,0
2914,55,555.7,Premium,0
2915,101,40.9,Basic,1
2916,8,55.0,Premium,0
2917,21,214.9,Premium,0
2918,123,402.7,Premium,1
2919,49,604.5,Basic,0
2920,28,261.3,Basic,0
2921,210,205.2,Basic,1
2922,34,493.8,Premium,0
2923,65,151.4,Premium,0
2924,22,266.3,Basic,0
2925,18,225.7,Basic,0
2926,67,366.6,Premium,0
2927,130,719.8,Premium,0
2928,29,65.2,Premium,0
2929,17,306.2,Premium,0
2930,85,426.3,Basic,0
2931,29,,Basic,0
2932,56,71.9,Premium,0
2933,28,42.0,Basic,0
2934,33,404.9,Basic,0
2935,20,68.5,Premium,0
2936,69,270.1,Basic,1
2937,57,687.6,Premium,0
2938,56,67.8,Basic,1
2939,24,977.5,Premium,0
2940,53,395.4,Basic,0
2941,142,1305.9,Basic,0
2942,17,169.9,Basic,0
2943,22,623.2,Basic,0
2944,23,241.3,Premium,0
2945,46,335.0,Premium,0
2946,16,143.7,Basic,0
2947,61,248.5,Basic,0
2948,7,480.8,Basic,0
2949,75,769.4,Basic,0
2950,55,156.0,Premium,0
2951,140,374.4,Premium,1
2952,18,207.4,Premium,0
2953,87,389.2,Premium,0
2954,39,530.4,Basic,0
2955,33,222.4,Premium,0
2956,17,455.2,Premium,0
2957,29,147.5,Premium,0
2958,30,728.7,Premium,0
2959,10,437.2,Basic,0
2960,54,171.1,Premium,0
2961,49,128.9,Basic,0
2962,64,647.4,Basic,0
2963,26,916.7,Basic,0
2964,77,177.7,Premium,0
2965,105,628.1,Premium,0
2966,35,249.3,Premium,0
2967,18,842.7,Premium,0
2968,44,199.8,Basic,0
2969,43,536.9,Premium,0
2970,37,281.3,Basic,1
2971,65,28.3,Basic,1
2972,32,121.1,Basic,0
2973,17,529.9,Premium,0
2974,47,485.6,Premium,0
2975,67,309.6,Basic,1
2976,71,787.5,Basic,0
2977,30,598.5,Premium,0
2978,52,421.2,Basic,0
2979,106,36.1,Premium,1
2980,89,619.5,Premium,0
2981,10,58.8,Basic,0
2982,32,,Basic,0
2983,101,77.3,Premium,1
2984,10,463.5,Premium,0
2985,40,545.6,Basic,0
2986,25,303.7,Premium,0
2987,53,239.6,Basic,0
2988,4,111.1,Basic,1
2989,95,701.1,Premium,0
2990,42,85.4,Premium,0
2991,16,281.4,Basic,0
2992,22,300.5,Premium,0
2993,55,331.3,Basic,0
2994,21,444.3,Basic,0
2995,127,220.8,Basic,1
2996,38,622.5,Premium,0
2997,112,243.1,Basic,1
2998,47,323.0,Basic,1
2999,69,94.2,Basic,1
3000,66,232.0,Premium,1
3001,28,68.1,Premium,0
3002,69,341.1,Premium,0
3003,30,427.0,Basic,0
3004,9,212.4,Basic,0
3005,35,232.2,Basic,0
3006,14,436.3,Premium,0
3007,29,471.3,Premium,0
3008,41,49.9,Basic,0
3009,19,197.9,Premium,0
3010,62,59.0,Basic,1
3011,30,182.3,Basic,0
3012,13,693.6,Basic,0
3013,19,431.1,Basic,0
3014,45,248.4,Basic,0
3015,34,824.3,Basic,0
3016,52,312.8,Basic,0
3017,45,1461.5,Premium,0
3018,17,277.0,Basic,0
3019,25,151.7,Basic,0
3020,76,113.6,Premium,0
3021,20,399.4,Basic,0
3022,114,180.8,Basic,1
3023,11,359.6,Premium,0
3024,74,355.3,Basic,0
3025,38,120.4,Basic,1
3026,18,309.0,Basic,0
3027,44,279.8,,0
3028,21,62.8,Basic,0
3029,26,479.9,Premium,0
3030,31,404.2,Basic,0
3031,70,607.7,Basic,0
3032,25,90.1,Basic,0
3033,50,1208.9,Premium,0
3034,72,131.7,Basic,1
3035,43,32.5,Basic,0
3036,55,256.6,Basic,0
3037,40,331.5,Basic,0
3038,62,289.0,Premium,0
3039,13,88.8,Basic,0
3040,107,169.6,Basic,0
3041,23,317.3,Basic,0
3042,39,1327.1,Premium,0
3043,6,93.1,Basic,0
3044,27,150.5,Basic,0
3045,51,93.0,Premium,0
3046,117,236.5,Premium,0
3047,63,234.6,Basic,0
3048,29,501.1,Basic,0
3049,10,322.0,Basic,0
3050,99,672.1,Basic,0
3051,28,242.9,Basic,0
3052,51,6.2,Basic,0
3053,29,333.0,Basic,0
3054,56,45.4,Basic,1
3055,96,637.5,Premium,0
3056,70,316.1,Premium,0
3057,34,144.9,Basic,1
3058,101,82.2,Basic,1
3059,134,163.5,Basic,1
3060,83,304.8,Premium,0
3061,30,844.1,Basic,0
3062,75,219.2,Basic,1
3063,82,295.1,Basic,1
3064,34,229.2,Basic,0
3065,134,295.6,Basic,0
3066,93,282.4,Basic,1
3067,36,246.5,Basic,0
3068,30,182.8,Premium,0
3069,81,409.9,Basic,0
3070,158,121.0,Premium,1
3071,14,465.1,Premium,0
3072,58,415.5,Basic,0
3073,74,35.2,Basic,0
3074,95,84.8,Basic,1
3075,74,41.3,Basic,1
3076,28,766.4,Premium,0
3077,12,205.8,Premium,0
3078,33,568.0,Basic,0
3079,72,188.1,Basic,1
3080,26,130.8,Premium,0
3081,106,174.8,Premium,1
3082,38,362.0,Premium,0
3083,25,412.4,Basic,0
3084,62,252.9,Basic,0
3085,35,622.0,Premium,0
3086,29,279.8,Premium,0
3087,146,235.0,Basic,1
3088,26,126.9,Basic,0
3089,32,115.1,Basic,0
3090,63,432.3,Basic,0
3091,105,93.4,Basic,1
3092,59,244.1,Premium,0
3093,45,447.3,Basic,0
3094,157,66.1,Premium,1
3095,31,600.1,Basic,0
3096,31,132.7,Premium,0
3097,26,782.2,Premium,0
3098,56,93.3,Basic,1
3099,20,431.6,Basic,0
3100,16,154.5,Basic,0
3101,32,866.2,Basic,0
3102,9,265.3,Premium,0
3103,51,106.4,Premium,0
3104,56,358.0,Basic,0
3105,63,169.5,Basic,0
3106,77,384.6,Basic,0
3107,32,774.0,Premium,0
3108,97,440.1,Basic,0
3109,90,47.5,Basic,1
3110,17,91.4,Basic,0
3111,40,301.3,Basic,0
3112,3,325.0,Basic,0
3113,97,96.1,Premium,0
3114,76,100.2,Basic,1
3115,113,626.2,Basic,0
3116,11,181.6,Premium,0
3117,60,533.3,Premium,0
3118,28,538.0,Basic,0
3119,6,135.2,Basic,0
3120,84,228.5,Basic,0
3121,14,411.1,Basic,0
3122,54,47.0,Basic,0
3123,27,195.1,Basic,0
3124,48,576.5,Basic,0
3125,78,414.8,Premium,0
3126,48,321.7,Basic,0
3127,20,624.2,Premium,0
3128,148,152.4,Basic,1
3129,33,125.9,Premium,0
3130,23,397.6,Premium,0
3131,40,211.2,Premium,0
3132,11,199.8,Premium,0
3133,25,,Premium,0
3134,34,355.6,Basic,0
3135,51,209.0,Basic,0
3136,44,95.9,Basic,0
3137,60,651.0,Premium,1
3138,41,240.7,Premium,0
3139,89,361.9,Basic,1
3140,68,730.0,Basic,0
3141,57,494.9,Basic,0
3142,100,880.1,Premium,0
3143,100,488.1,Basic,1
3144,46,195.9,Basic,0
3145,31,120.4,Basic,0
3146,49,187.8,Basic,0
3147,38,258.8,Premium,0
3148,30,770.5,Premium,0
3149,48,215.7,Premium,0
3150,56,74.6,Basic,0
3151,65,293.3,Basic,0
3152,110,256.6,Basic,1
3153,52,163.6,Premium,0
3154,41,178.4,Basic,0
3155,82,691.1,Basic,0
3156,21,354.5,Basic,0
3157,9,247.2,Premium,0
3158,59,125.1,Basic,0
3159,33,1223.0,Premium,0
3160,35,788.3,Basic,0
3161,21,465.9,Basic,0
3162,94,206.6,Basic,1
3163,10,119.8,Basic,0
3164,64,123.9,Basic,1
3165,42,204.6,Basic,0
3166,115,165.4,Basic,1
3167,83,316.5,Premium,0
3168,16,234.4,Basic,0
3169,68,135.0,Premium,0
3170,58,107.2,Basic,1
3171,40,249.1,Premium,0
3172,64,229.6,Basic,1
3173,25,652.3,Basic,0
3174,45,305.9,Basic,0
3175,42,297.6,Basic,0
3176,22,314.9,Basic,0
3177,33,714.2,Premium,0
3178,28,2670.5,Premium,0
3179,55,201.4,Premium,0
3180,98,1161.1,Premium,0
3181,13,64.5,Basic,0
3182,57,193.2,Basic,0
3183,28,94.0,Basic,0
3184,79,401.7,Basic,1
3185,56,485.3,Basic,0
3186,10,74.8,Basic,0
3187,48,527.9,Basic,0
3188,38,320.5,Basic,0
3189,14,579.4,Premium,0
3190,28,757.0,Premium,0
3191,46,410.0,Basic,0
3192,29,79.7,Premium,0
3193,85,231.2,Premium,0
3194,38,70.2,Basic,0
3195,26,31.1,Basic,0
3196,48,88.3,Basic,0
3197,53,246.6,Premium,0
3198,80,1102.7,Premium,0
3199,44,240.6,Basic,0
3200,52,322.4,Basic,0
3201,67,159.1,Basic,0
3202,22,208.4,Basic,0
3203,76,259.4,Basic,0
3204,15,259.1,Premium,0
3205,46,485.0,Premium,0
3206,47,188.5,Premium,0
3207,46,84.5,Premium,0
3208,14,66.5,Premium,0
3209,2,459.5,Basic,0
3210,34,14.3,Basic,0
3211,54,205.5,Basic,1
3212,107,119.0,Premium,1
3213,55,383.0,Basic,0
3214,15,320.2,Premium,0
3215,35,251.1,Basic,0
3216,37,267.9,Basic,0
3217,97,261.1,Basic,1
3218,56,64.8,Basic,0
3219,17,216.9,Premium,0
3220,27,150.2,Premium,0
3221,71,134.9,Basic,1
3222,49,263.9,Basic,0
3223,42,461.5,Basic,0
3224,35,450.3,Basic,0
3225,70,299.1,Basic,0
3226,31,227.6,Premium,0
3227,26,250.9,Basic,0
3228,78,410.8,Basic,0
3229,2,134.2,Basic,0
3230,16,242.9,Basic,0
3231,22,158.0,Basic,0
3232,82,132.4,Basic,0
3233,47,231.7,Basic,0
3234,15,175.9,Basic,0
3235,14,304.1,Basic,0
3236,84,178.0,Basic,0
3237,14,215.5,Basic,0
3238,25,84.1,Premium,0
3239,30,424.2,Basic,0
3240,60,429.7,Basic,0
3241,28,115.4,Basic,0
3242,12,124.8,Basic,0
3243,64,274.5,Basic,0
3244,63,211.7,Premium,1
3245,115,386.1,Premium,0
3246,50,613.8,Basic,0
3247,14,120.5,Basic,0
3248,111,447.4,Basic,0
3249,30,133.6,Premium,0
3250,74,134.3,Basic,0
3251,109,276.2,Basic,0
3252,44,370.1,Basic,1
3253,40,601.3,Basic,0
3254,50,743.0,Basic,0
3255,57,191.7,Basic,0
3256,83,240.9,Basic,1
3257,36,401.0,Premium,0
3258,43,232.8,Basic,0
3259,27,190.1,Basic,0
3260,27,200.5,Premium,0
3261,20,373.7,Basic,0
3262,29,604.5,Basic,0
3263,18,57.1,Basic,1
3264,76,202.6,Basic,0
3265,65,76.1,Premium,0
3266,38,358.1,Basic,0
3267,49,131.6,Basic,0
3268,20,549.0,Basic,0
3269,40,215.0,Basic,0
3270,90,469.9,Premium,0
3271,88,118.2,Basic,0
3272,116,267.9,Basic,1
3273,76,345.3,Premium,0
3274,53,,Basic,0
3275,73,189.2,Premium,1
3276,15,672.0,Premium,0
3277,70,402.1,Premium,0
3278,78,585.0,Basic,0
3279,40,66.1,Basic,1
3280,43,350.4,Premium,0
3281,34,208.7,Basic,0
3282,39,754.0,Basic,0
3283,47,493.6,Premium,0
3284,51,306.4,Premium,0
3285,20,363.5,Basic,0
3286,23,170.9,Basic,0
3287,65,332.2,Basic,0
3288,54,1351.2,Premium,0
3289,22,198.8,Premium,0
3290,38,266.2,Basic,0
3291,127,127.3,Basic,1
3292,4,,Premium,0
3293,2,450.7,Basic,0
3294,4,87.1,Basic,0
3295,160,427.0,Premium,0
3296,16,431.7,Basic,0
3297,32,176.6,Basic,0
3298,62,571.2,Basic,0
3299,59,537.6,Basic,0
3300,34,228.6,Premium,0
3301,104,74.8,Basic,1
3302,71,450.8,Premium,0
3303,24,230.2,Basic,1
3304,17,278.2,Basic,0
3305,47,344.2,Basic,0
3306,74,62.2,Basic,1
3307,129,168.0,Basic,1
3308,52,702.7,Basic,0
3309,31,284.5,Basic,0
3310,98,360.8,Basic,0
3311,89,346.9,Premium,0
3312,71,459.3,Premium,0
3313,14,688.9,Premium,0
3314,32,33.7,Basic,0
3315,36,412.2,Basic,0
3316,71,302.5,Premium,0
3317,6,462.2,Basic,0
3318,30,181.7,Basic,0
3319,42,228.7,Premium,0
3320,35,109.1,Premium,0
3321,120,237.4,Basic,1
3322,83,78.8,Basic,0
3323,83,288.4,Premium,0
3324,29,277.9,Basic,0
3325,48,177.0,Premium,0
3326,20,71.7,Premium,0
3327,20,54.2,Premium,0
3328,84,104.6,Basic,1
3329,74,38.3,Basic,1
3330,19,354.1,Premium,0
3331,45,1058.1,Basic,0
3332,10,107.2,Premium,0
3333,61,1225.8,Basic,0
3334,18,264.8,,0
3335,45,398.8,Premium,0
3336,127,76.5,Premium,1
3337,16,366.2,Premium,0
3338,54,207.4,Premium,0
3339,40,673.2,Basic,0
3340,15,54.2,Premium,0
3341,23,210.5,Premium,0
3342,57,121.5,Basic,1
3343,35,316.2,Basic,0
3344,106,19.2,Basic,0
3345,59,659.2,Basic,0
3346,17,399.2,Premium,0
3347,76,291.7,Basic,0
3348,83,86.4,Basic,0
3349,51,427.9,Basic,0
3350,63,397.9,Basic,0
3351,51,563.1,Basic,0
3352,96,192.3,Basic,1
3353,88,70.9,Premium,0
3354,10,141.1,Basic,0
3355,9,474.2,Basic,0
3356,36,163.0,Basic,0
3357,73,1120.9,Premium,0
3358,93,435.2,Basic,1
3359,31,1020.0,Premium,0
3360,35,221.7,Premium,0
3361,33,438.0,Premium,0
3362,39,105.4,Basic,0
3363,47,587.1,Premium,0
3364,29,355.4,Basic,0
3365,33,543.5,Premium,0
3366,55,183.4,Basic,1
3367,13,273.1,Basic,0
3368,135,262.4,,1
3369,72,184.1,Basic,0
3370,103,371.2,Premium,0
3371,19,323.4,Basic,0
3372,25,367.4,Basic,0
3373,3,180.5,Basic,0
3374,43,565.1,Premium,0
3375,44,539.5,Premium,0
3376,51,484.3,Premium,0
3377,8,596.2,Premium,0
3378,41,216.2,Basic,1
3379,53,92.4,Basic,0
3380,60,541.0,Premium,0
3381,26,155.9,Basic,0
3382,148,57.7,Basic,1
3383,35,159.5,Basic,0
3384,47,280.9,Basic,0
3385,32,624.6,Basic,0
3386,27,423.1,Premium,0
3387,67,456.7,Basic,0
3388,9,409.8,Basic,0
3389,70,314.2,Basic,0
3390,46,263.9,Premium,0
3391,36,105.0,Basic,0
3392,14,1212.4,Premium,0
3393,43,212.0,Premium,0
3394,66,199.9,Basic,1
3395,47,296.6,Premium,0
3396,40,207.5,Premium,0
3397,34,467.6,Premium,0
3398,29,210.5,Premium,0
3399,15,196.4,Basic,0
3400,65,152.0,Basic,1
3401,50,193.1,Basic,0
3402,68,88.4,Basic,1
3403,29,91.3,Premium,0
3404,37,715.6,Basic,0
3405,14,596.0,Premium,0
3406,9,834.4,Premium,0
3407,45,885.0,Premium,0
3408,4,152.5,Premium,0
3409,54,623.1,Basic,0
3410,26,514.5,Basic,0
3411,165,191.8,Basic,1
3412,42,323.2,Basic,0
3413,63,447.7,Basic,0
3414,24,382.9,Basic,0
3415,91,298.4,Premium,0
3416,96,284.0,Basic,1
3417,81,350.8,Basic,0
3418,145,243.3,Premium,1
3419,16,378.6,Basic,0
3420,66,141.3,Basic,0
3421,22,827.6,Premium,0
3422,17,498.3,Basic,0
3423,41,590.3,Premium,0
3424,50,334.0,Basic,0
3425,38,388.8,Premium,0
3426,13,511.2,Basic,0
3427,44,96.8,Basic,0
3428,41,127.3,Basic,1
3429,17,500.7,Premium,0
3430,108,245.9,Basic,0
3431,137,160.2,Basic,1
3432,46,699.1,Premium,0
3433,2,361.7,Premium,0
3434,42,322.5,Basic,0
3435,88,710.8,Premium,0
3436,42,226.9,Basic,0
3437,38,870.8,Basic,0
3438,67,104.8,Basic,0
3439,167,696.2,Premium,1
3440,53,218.9,Premium,0
3441,46,479.0,Basic,0
3442,101,143.3,Basic,1
3443,58,69.5,Basic,1
3444,126,628.2,Premium,1
3445,17,250.4,Premium,0
3446,17,72.2,Basic,0
3447,20,648.6,Premium,0
3448,78,386.9,Premium,0
3449,54,192.1,Basic,0
3450,34,334.7,Basic,0
3451,54,225.6,Basic,0
3452,86,266.7,Premium,0
3453,33,577.4,Premium,0
3454,71,300.1,Basic,0
3455,30,176.6,Premium,1
3456,10,251.3,Basic,0
3457,42,439.6,Basic,0
3458,8,131.8,Premium,0
3459,32,741.8,Premium,0
3460,47,292.4,Basic,0
3461,21,276.0,Basic,0
3462,63,286.4,Basic,0
3463,35,738.6,Basic,0
3464,65,252.5,Basic,0
3465,41,194.1,Basic,0
3466,36,297.6,Premium,0
3467,21,483.1,Basic,0
3468,43,515.2,Premium,0
3469,47,332.1,Premium,0
3470,55,986.0,Basic,0
3471,51,374.1,Basic,0
3472,12,157.6,Premium,0
3473,83,35.2,Basic,1
3474,56,520.0,Premium,0
3475,44,266.6,Premium,0
3476,54,87.3,Premium,0
3477,62,305.7,Premium,0
3478,141,419.0,Basic,0
3479,26,222.2,Basic,0
3480,27,246.2,Basic,0
3481,16,31.6,Basic,0
3482,6,400.6,Basic,0
3483,57,53.2,Basic,0
3484,144,206.6,Premium,1
3485,33,311.5,Basic,0
3486,95,133.3,Basic,0
3487,34,156.9,Basic,1
3488,92,301.2,Basic,1
3489,54,319.0,Basic,0
3490,43,261.3,Basic,0
3491,27,27.9,Basic,0
3492,45,41.3,Basic,0
3493,76,627.7,Premium,0
3494,24,245.5,Premium,0
3495,40,1424.9,Premium,0
3496,49,302.3,Basic,0
3497,75,1118.1,Premium,0
3498,46,285.6,Premium,0
3499,34,170.7,Basic,1
3500,51,525.4,Premium,0
3501,91,550.1,Basic,1
3502,58,286.8,Premium,0
3503,40,513.5,Premium,0
3504,44,53.5,Basic,0
3505,17,157.4,Premium,0
3506,70,342.6,Basic,0
3507,13,246.9,Premium,0
3508,30,310.9,,0
3509,37,450.6,Premium,0
3510,30,390.6,Basic,0
3511,18,475.8,Basic,0
3512,24,483.6,Basic,0
3513,12,128.9,Premium,0
3514,116,291.3,,0
3515,27,284.2,Premium,0
3516,25,314.9,Premium,0
3517,144,204.3,Basic,0
3518,9,254.3,Basic,0
3519,63,152.9,Basic,0
3520,43,454.9,Basic,0
3521,18,347.0,Basic,0
3522,46,151.6,Basic,0
3523,128,258.0,Basic,1
3524,63,804.8,Basic,0
3525,57,104.2,Basic,0
3526,14,124.7,Basic,0
3527,21,609.9,Premium,0
3528,10,901.9,Premium,0
3529,44,416.1,Premium,0
3530,43,270.2,Basic,0
3531,21,87.5,Basic,0
3532,77,230.7,Premium,0
3533,13,170.1,Basic,0
3534,23,178.9,Basic,0
3535,46,137.6,Basic,0
3536,15,82.4,Basic,0
3537,33,407.0,Basic,0
3538,24,334.4,Basic,0
3539,51,107.4,Premium,0
3540,12,260.5,Basic,0
3541,5,198.0,Basic,0
3542,14,973.9,Premium,0
3543,78,585.0,Basic,0
3544,74,746.2,Basic,0
3545,19,228.0,Premium,0
3546,40,46.4,Basic,1
3547,42,96.3,Basic,0
3548,11,178.0,Basic,0
3549,24,209.5,Basic,1
3550,36,757.3,Basic,0
3551,4,588.9,Premium,0
3552,45,334.9,Basic,0
3553,59,590.9,Basic,0
3554,49,376.7,Basic,0
3555,69,434.6,Basic,1
3556,57,198.1,Basic,0
3557,76,66.9,Basic,1
3558,5,53.9,Basic,0
3559,30,54.8,Basic,0
3560,17,403.2,Basic,0
3561,5,129.1,Basic,0
3562,37,259.0,Premium,0
3563,79,75.6,Basic,1
3564,25,539.7,Basic,0
3565,53,250.7,Basic,1
3566,96,390.4,Premium,0
3567,34,322.5,Basic,0
3568,86,457.0,Premium,0
3569,80,726.8,Premium,0
3570,52,537.1,Premium,0
3571,14,109.0,Basic,0
3572,5,123.7,Basic,0
3573,23,1651.8,Premium,0
3574,29,640.1,Premium,0
3575,34,1302.2,Premium,0
3576,64,210.7,Basic,0
3577,22,692.1,Basic,0
3578,65,359.9,Basic,0
3579,120,408.6,Premium,0
3580,36,258.7,Basic,0
3581,48,448.2,Basic,0
3582,116,483.1,Premium,0
3583,71,220.3,Basic,0
3584,23,205.1,Premium,0
3585,127,225.6,Basic,1
3586,47,253.2,Basic,0
3587,25,184.9,Basic,0
3588,8,155.8,Premium,0
3589,22,266.4,Basic,0
3590,46,341.0,Basic,0
3591,17,402.3,Premium,0
3592,20,94.8,Basic,0
3593,99,743.6,Basic,0
3594,48,866.1,Basic,0
3595,10,398.3,Basic,0
3596,67,455.8,Basic,0
3597,5,301.8,Basic,1
3598,46,327.8,Basic,0
3599,42,50.7,Basic,0
3600,167,306.7,Premium,1
3601,83,238.6,Basic,1
3602,40,848.3,Basic,0
3603,75,201.8,Basic,0
3604,6,735.3,Basic,0
3605,41,258.3,Basic,0
3606,24,179.6,Basic,0
3607,45,70.3,Premium,0
3608,5,324.0,Basic,0
3609,66,175.3,Premium,0
3610,57,80.3,Premium,1
3611,85,396.4,Basic,0
3612,29,333.4,Basic,0
3613,67,354.5,Basic,0
3614,134,333.5,Premium,1
3615,32,146.1,Basic,0
3616,12,106.0,Basic,0
3617,64,674.7,Basic,0
3618,30,545.6,Premium,0
3619,16,646.3,Premium,0
3620,19,227.6,Basic,0
3621,10,170.4,Premium,0
3622,16,119.2,Basic,0
3623,54,270.5,Basic,0
3624,56,176.7,Premium,0
3625,21,45.1,Basic,0
3626,162,382.3,Basic,1
3627,44,497.0,Basic,0
3628,52,213.8,Premium,0
3629,60,77.1,Premium,0
3630,22,288.8,Basic,0
3631,77,293.1,Premium,0
3632,9,189.3,Basic,0
3633,15,349.4,Basic,0
3634,23,277.9,Basic,0
3635,48,339.9,Basic,0
3636,12,268.5,Basic,0
3637,14,176.3,Premium,0
3638,107,127.3,Basic,0
3639,98,256.9,Basic,0
3640,12,472.8,Basic,0
3641,21,273.6,Basic,0
3642,39,194.6,Premium,0
3643,63,287.9,Basic,0
3644,28,296.5,Basic,0
3645,26,177.8,Premium,0
3646,90,857.9,Basic,0
3647,22,456.3,Basic,0
3648,32,228.4,Basic,0
3649,58,815.8,Basic,0
3650,60,422.7,Premium,0
3651,56,397.8,Premium,0
3652,53,630.4,Basic,0
3653,48,596.2,Premium,0
3654,34,359.0,Basic,0
3655,77,184.9,Basic,1
3656,62,254.0,Basic,1
3657,25,225.4,Basic,0
3658,33,152.1,Basic,0
3659,13,1042.5,Basic,0
3660,28,599.7,Premium,0
3661,15,218.8,Basic,0
3662,79,333.8,Basic,1
3663,184,227.3,Basic,1
3664,14,132.6,Basic,0
3665,36,44.4,Basic,0
3666,31,354.4,Basic,0
3667,4,338.4,Premium,0
3668,23,549.8,Basic,0
3669,130,165.8,Basic,1
3670,46,550.4,Basic,0
3671,36,593.0,Basic,0
3672,15,499.9,Basic,0
3673,71,577.8,Premium,0
3674,27,241.5,Basic,0
3675,22,543.8,Basic,0
3676,67,485.4,Basic,0
3677,36,280.9,Basic,0
3678,18,62.3,Basic,0
3679,70,273.8,Premium,0
3680,45,504.6,Basic,0
3681,71,417.6,Premium,0
3682,37,179.8,Basic,0
3683,194,347.6,Premium,1
3684,8,280.3,Basic,0
3685,180,167.3,Premium,1
3686,25,175.2,Basic,0
3687,9,1289.5,Premium,0
3688,48,14.7,Basic,1
3689,89,265.0,Basic,1
3690,55,504.6,Basic,0
3691,7,340.3,Premium,0
3692,8,160.5,Basic,0
3693,10,258.0,Premium,0
3694,23,831.7,Basic,0
3695,11,409.9,Basic,0
3696,33,392.6,Basic,0
3697,6,312.7,Premium,0
3698,34,401.4,Premium,0
3699,53,144.6,Premium,0
3700,89,864.0,Basic,0
3701,47,428.9,Basic,0
3702,103,342.5,Premium,0
3703,47,293.0,Basic,0
3704,13,480.1,Premium,0
3705,30,,Premium,0
3706,22,269.0,Premium,0
3707,42,147.6,Premium,0
3708,4,427.0,Basic,0
3709,96,82.1,Basic,1
3710,65,156.4,Premium,0
3711,40,464.9,Basic,0
3712,187,402.6,Premium,1
3713,130,1002.9,Premium,0
3714,60,205.1,Basic,0
3715,41,302.6,Premium,0
3716,33,665.3,Basic,0
3717,31,554.4,Basic,1
3718,21,471.7,Basic,0
3719,22,,Basic,0
3720,38,152.4,Basic,1
3721,85,247.7,Basic,0
3722,38,315.9,Premium,1
3723,11,187.9,Premium,0
3724,31,198.1,Basic,0
3725,17,253.0,Basic,0
3726,113,,Premium,0
3727,4,634.3,Basic,0
3728,41,416.6,Basic,0
3729,15,70.3,Basic,1
3730,33,581.8,Basic,0
3731,40,418.0,Basic,0
3732,74,629.0,Premium,0
3733,28,,Basic,0
3734,39,681.9,Basic,0
3735,97,226.5,Basic,1
3736,97,143.0,Basic,0
3737,157,576.1,Premium,0
3738,18,325.3,Premium,0
3739,159,532.1,Premium,0
3740,31,197.2,Basic,0
3741,111,134.4,Premium,1
3742,72,251.2,Premium,0
3743,27,109.1,Premium,0
3744,138,419.0,Basic,1
3745,103,19.9,Basic,1
3746,13,557.5,Basic,0
3747,29,117.5,Premium,0
3748,65,511.3,Basic,0
3749,10,384.0,Basic,0
3750,37,46.2,Premium,0
3751,85,391.3,Premium,0
3752,37,102.9,Premium,0
3753,47,302.1,Basic,0
3754,80,200.8,Premium,0
3755,55,36.3,Basic,1
3756,37,370.4,Basic,1
3757,110,243.3,Basic,1
3758,44,262.1,Basic,0
3759,40,44.3,Basic,1
3760,108,50.9,Premium,1
3761,57,208.4,Basic,1
3762,16,651.9,Premium,0
3763,17,424.3,Basic,0
3764,22,362.2,Basic,0
3765,83,610.4,Basic,0
3766,77,161.5,Basic,0
3767,47,377.8,Basic,0
3768,18,57.6,Basic,0
3769,30,1032.1,Basic,0
3770,101,138.5,Basic,0
3771,36,357.4,Basic,0
3772,35,989.8,Premium,0
3773,24,191.9,Basic,0
3774,85,456.7,Premium,0
3775,21,385.8,Premium,0
3776,70,239.6,Premium,0
3777,27,199.6,Premium,0
3778,60,88.3,Basic,0
3779,50,296.5,Premium,0
3780,39,184.3,Premium,0
3781,31,133.8,Basic,0
3782,54,396.1,Basic,0
3783,50,281.9,Basic,0
3784,25,681.9,Premium,0
3785,92,237.5,Premium,1
3786,78,95.3,Basic,1
3787,18,400.6,Basic,0
3788,20,415.2,Basic,0
3789,6,319.0,Basic,0
3790,73,169.9,Premium,0
3791,32,265.0,Basic,0
3792,41,91.3,Basic,0
3793,19,140.0,Basic,0
3794,41,744.6,Premium,0
3795,52,169.8,Basic,0
3796,12,628.6,Premium,0
3797,51,332.9,Basic,0
3798,49,750.3,,0
3799,105,323.7,Basic,1
3800,53,,Basic,0
